"","101","101","internal","""smart_et001"" <101>","SIP/101-0820a4b8","SIP/101-0820ecc8","Dial","SIP/101|10","2008-11-11 12:02:05","2008-11-11 12:02:11","2008-11-11 12:02:17",12,6,"ANSWERED","DOCUMENTATION","1226404925.0",""
"","101","832238754","internal","""smart_et001"" <101>","SIP/101-0820ec88","","Congestion","","2008-11-11 12:02:35",,"2008-11-11 12:02:40",5,0,"NO ANSWER","DOCUMENTATION","1226404955.2",""
"","101","832238754","internal","""smart_et001"" <101>","SIP/101-08207d50","","Congestion","","2008-11-11 12:07:14",,"2008-11-11 12:07:19",5,0,"NO ANSWER","DOCUMENTATION","1226405234.0",""
"","101","s","internal","101","SIP/101-0820cde8","","","","2008-11-11 12:10:07",,"2008-11-11 12:10:11",4,0,"NO ANSWER","DOCUMENTATION","1226405407.1",""
"","101","101","internal","""smart_et001"" <101>","SIP/101-08207c90","SIP/101-0820cde8","Dial","SIP/101|10","2008-11-11 12:10:07",,"2008-11-11 12:10:11",4,0,"NO ANSWER","DOCUMENTATION","1226405407.0",""
"","101","833223322","internal","""smart_et001"" <101>","SIP/101-08207c90","","Congestion","","2008-11-11 12:10:51",,"2008-11-11 12:10:56",5,0,"NO ANSWER","DOCUMENTATION","1226405451.2",""
"","101","101","internal","""smart_et001"" <101>","SIP/101-08207c88","SIP/101-0820cec0","Dial","SIP/101|10","2008-11-11 12:12:54","2008-11-11 12:12:58","2008-11-11 12:13:02",8,4,"ANSWERED","DOCUMENTATION","1226405574.0",""
"","101","899716264","internal","""smart_et001"" <101>","SIP/101-0820ce80","","Congestion","","2008-11-11 12:13:31",,"2008-11-11 12:13:37",6,0,"NO ANSWER","DOCUMENTATION","1226405611.2",""
"","101","s","internal","101","SIP/101-0820cef0","","","","2008-11-11 12:33:55",,"2008-11-11 12:34:00",5,0,"NO ANSWER","DOCUMENTATION","1226406835.1",""
"","101","101","internal","""smart_et001"" <101>","SIP/101-08207e40","SIP/101-0820cef0","Hangup","","2008-11-11 12:33:55",,"2008-11-11 12:34:00",5,0,"FAILED","DOCUMENTATION","1226406835.0",""
"","101","833333333","internal","""smart_et001"" <101>","SIP/101-0820ce98","","Congestion","","2008-11-11 12:34:11",,"2008-11-11 12:34:16",5,0,"NO ANSWER","DOCUMENTATION","1226406851.2",""
"","","s","default","","OSS/dsp","","Hangup","","2008-11-11 13:43:52","2008-11-11 13:43:52","2008-11-11 13:43:55",3,3,"ANSWERED","DOCUMENTATION","1226411032.0",""
"","101","932237758","internal","""smart_et001"" <101>","SIP/101-0820a260","","Congestion","","2008-11-11 13:47:05",,"2008-11-11 13:47:10",5,0,"NO ANSWER","DOCUMENTATION","1226411225.1",""
"","101","s","internal","101","SIP/101-0820deb0","","","","2008-11-12 14:14:12",,"2008-11-12 14:14:14",2,0,"NO ANSWER","DOCUMENTATION","1226499252.1",""
"","101","101","internal","""smart_et001"" <101>","SIP/101-08208b08","SIP/101-0820deb0","Hangup","","2008-11-12 14:14:12",,"2008-11-12 14:14:14",2,0,"FAILED","DOCUMENTATION","1226499252.0",""
"","101","991212032","internal","""smart_et001"" <101>","SIP/101-08207140","Zap/1-1","Dial","Zap/1/91212032","2008-11-12 14:15:06","2008-11-12 14:15:14","2008-11-12 14:16:02",56,48,"ANSWERED","DOCUMENTATION","1226499306.2",""
"","","101","internal","","Zap/1-1","SIP/101-08208b08","Dial","SIP/101|10","2008-11-12 14:18:09","2008-11-12 14:18:14","2008-11-12 14:18:27",18,13,"ANSWERED","DOCUMENTATION","1226499489.4",""
"","101","984672571","internal","""smart_et001"" <101>","SIP/101-08207140","Zap/1-1","Dial","Zap/1/84672571","2008-11-12 14:19:07","2008-11-12 14:19:16","2008-11-12 14:19:31",24,15,"ANSWERED","DOCUMENTATION","1226499547.6",""
"","101","984672571","internal","""smart_et001"" <101>","SIP/101-08207140","Zap/1-1","Dial","Zap/1/84672571","2008-11-12 14:19:33","2008-11-12 14:19:41","2008-11-12 14:19:53",20,12,"ANSWERED","DOCUMENTATION","1226499573.8",""
"","101","988038135","internal","""smart_et001"" <101>","SIP/101-08207140","Zap/1-1","Dial","Zap/1/88038135","2008-11-12 14:20:01","2008-11-12 14:20:09","2008-11-12 14:21:13",72,64,"ANSWERED","DOCUMENTATION","1226499601.10",""
"","101","988038135","internal","""smart_et001"" <101>","SIP/101-08207140","Zap/1-1","Dial","Zap/1/88038135","2008-11-12 14:22:18","2008-11-12 14:22:26","2008-11-12 14:22:44",26,18,"ANSWERED","DOCUMENTATION","1226499738.12",""
"","101","988038135","internal","""smart_et001"" <101>","SIP/101-08207140","Zap/1-1","Dial","Zap/1/88038135","2008-11-12 14:23:00","2008-11-12 14:23:08","2008-11-12 14:23:12",12,4,"ANSWERED","DOCUMENTATION","1226499780.14",""
"","101","91520359","internal","""smart_et001"" <101>","SIP/101-08208ee8","Zap/1-1","Dial","Zap/1/91520359","2008-11-12 14:34:36","2008-11-12 14:34:39","2008-11-12 14:34:58",22,19,"ANSWERED","DOCUMENTATION","1226500476.0",""
"","101","0259288164220","internal","""smart_et001"" <101>","SIP/101-08208ee8","Zap/1-1","Dial","Zap/1/0259288164220","2008-11-12 14:37:09","2008-11-12 14:37:13","2008-11-12 14:37:49",40,36,"ANSWERED","DOCUMENTATION","1226500629.2",""
"","101","0259288164220","internal","""smart_et001"" <101>","SIP/101-08208ee8","Zap/1-1","Dial","Zap/1/0259288164220","2008-11-12 14:37:52","2008-11-12 14:37:56","2008-11-12 14:38:23",31,27,"ANSWERED","DOCUMENTATION","1226500672.4",""
"","101","0254191520359","internal","""smart_et001"" <101>","SIP/101-08208ee8","Zap/1-1","Dial","Zap/1/0254191520359","2008-11-12 14:38:39","2008-11-12 14:38:43","2008-11-12 14:38:50",11,7,"ANSWERED","DOCUMENTATION","1226500719.6",""
"","101","0254191520359","internal","""smart_et001"" <101>","SIP/101-08208ee8","Zap/1-1","Dial","Zap/1/0254191520359","2008-11-12 14:39:04","2008-11-12 14:39:08","2008-11-12 14:39:16",12,8,"ANSWERED","DOCUMENTATION","1226500744.8",""
"","","101","internal","","Zap/1-1","SIP/101-08208ee8","Hangup","","2008-11-12 14:40:34","2008-11-12 14:40:38","2008-11-12 14:40:48",14,10,"ANSWERED","DOCUMENTATION","1226500834.10",""
"","101","s","internal","101","SIP/101-08208ee8","","","","2008-11-12 14:42:16",,"2008-11-12 14:42:23",7,0,"NO ANSWER","DOCUMENTATION","1226500936.13",""
"","","101","internal","","Zap/1-1","SIP/101-08208ee8","Hangup","","2008-11-12 14:42:16","2008-11-12 14:42:16","2008-11-12 14:42:23",7,7,"ANSWERED","DOCUMENTATION","1226500936.12",""
"","","101","internal","","Zap/1-1","SIP/101-082083f8","Hangup","","2008-11-12 14:48:25","2008-11-12 14:48:29","2008-11-12 14:48:40",15,11,"ANSWERED","DOCUMENTATION","1226501305.0",""
"","","101","internal","","Zap/1-1","SIP/101-08208340","Hangup","","2008-11-12 14:51:15","2008-11-12 14:51:20","2008-11-12 14:51:30",15,10,"ANSWERED","DOCUMENTATION","1226501475.2",""
"","","101","internal","","Zap/1-1","SIP/101-08208340","Dial","SIP/101|10","2008-11-12 14:56:06","2008-11-12 14:56:11","2008-11-12 15:07:43",697,692,"ANSWERED","DOCUMENTATION","1226501766.4",""
"","101","88038135","internal","""smart_et001"" <101>","SIP/101-08208340","Zap/1-1","Dial","Zap/1/88038135","2008-11-12 15:18:58","2008-11-12 15:19:01","2008-11-12 15:23:36",278,275,"ANSWERED","DOCUMENTATION","1226503138.6",""
"","101","0259284130229","internal","""smart_et001"" <101>","SIP/101-08208340","Zap/1-1","Dial","Zap/1/0259284130229","2008-11-12 15:25:03","2008-11-12 15:25:07","2008-11-12 15:25:15",12,8,"ANSWERED","DOCUMENTATION","1226503503.8",""
"","101","0259288164220","internal","""smart_et001"" <101>","SIP/101-08208340","Zap/1-1","Dial","Zap/1/0259288164220","2008-11-12 15:26:19","2008-11-12 15:26:23","2008-11-12 15:26:48",29,25,"ANSWERED","DOCUMENTATION","1226503579.10",""
"","","101","internal","","Zap/1-1","","Hangup","","2008-11-12 16:23:25","2008-11-12 16:23:30","2008-11-12 16:23:30",5,0,"ANSWERED","DOCUMENTATION","1226507005.12",""
"","","101","internal","","Zap/1-1","","Hangup","","2008-11-12 16:23:37","2008-11-12 16:23:41","2008-11-12 16:23:41",4,0,"ANSWERED","DOCUMENTATION","1226507017.13",""
"","","101","internal","","Zap/1-1","","Hangup","","2008-11-12 16:23:48","2008-11-12 16:23:52","2008-11-12 16:23:52",4,0,"ANSWERED","DOCUMENTATION","1226507028.14",""
"","","101","internal","","Zap/1-1","","Hangup","","2008-11-12 16:24:00","2008-11-12 16:24:04","2008-11-12 16:24:04",4,0,"ANSWERED","DOCUMENTATION","1226507040.15",""
